匯入序號,捕捉日期時間,表格類別,資料頁碼,繫放員,捕捉代碼,環號,第1色環,第2色環,第3色環,物種名,年齡,年齡依據一,年齡依據二,性別,性別依據一,性別依據二,頭骨,泄殖腔,孵卵斑,脂肪量,體換羽,飛羽換羽,飛羽磨損,幼鳥羽衣,初級覆羽世代,次級覆羽世代,初級飛羽世代,次級飛羽世代,三級飛羽世代,尾羽世代,體羽世代,非羽區世代,自然翼長,最大翼長,尾長,體重,繫放狀態,網號,留置狀況,嘴長測量方法,嘴長,全頭長,跗蹠長,虹膜色,換羽模式P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,抽血數,恥骨寬,活動分類,註記,F62,繫放站,問題修正
20161069,2016/7/31,新鳥用,16,林佩蓉,N,K38972,,,,灰頭鷦鶯,2,S,,U,,,1,0,0,1,1,N,1,3,,,,,,,,,40,41,48,6,3,9,,3,13.5,27.6,19.7,,,,,,,,,,,,,,M,,,關渡,褐頭鷦鶯更改為灰頭鷦鶯
20180009,2018/3/11,回收,1,周暉堡,R,K38972,Y,Y,R,灰頭鷦鶯,1,S,,F,I,,6,0,0,4,1,N,1,0,,,,,,,,,42,43,63,7,1,5,,3,13.6,27.7,19,,,,,,,,,,,,,,M,補上色環,,關渡,註記增加補上色環
20180186,2018/7/1,回收,7,林冠伶,R,K38972,Y,Y,R,灰頭鷦鶯,1,S,,F,I,,5,1,2,0,0,N,3,0,,,,,,,,,40,42,45,6.5,1,5,,3,11.8,25.9,21,,,,,,,,,,,,,,M,,,關渡,
,2019/5/5,回收,5,沈妤蓮,R,K38972,Y,Y,R,灰頭鷦鶯,1,S,,F,I,B,6,5,3,0,0,N,2,0,,,,,,,,,43,44,52,7,1,5,,3,13.1,27.4,19.6,37,,,,,,,,,,,1,,M,血樣編號26,,關渡,
,2019/4/14,回收,3,張瀚柏,R,K38972,Y,Y,R,灰頭鷦鶯,1,S,,F,C,,6,5,1,1,0,N,2,0,,,,,,,,,42,43,,7.5,1,5,,3,12.3,27.5,19,38,,,,,,,,,,,1,,M,尾羽換羽不量。採血編號no.21,,關渡,
20161088,2016/8/21,新鳥用,17,林幸愉,N,K38979,,,,灰頭鷦鶯,2,S,,U,,,1,0,0,2,0,N,1,3,,,,,,,,,41,42,50,7.2,3,4,,,,,,,,,,,,,,,,,,,M,,,關渡,物種名褐頭鷦鶯更改為灰頭鷦鶯
2016T088,2016/11/20,回收,1,王玉英,R,K38979,,,,灰頭鷦鶯,0,,,U,,,6,0,0,0,1,A,0,9,,,,,,,,,41,43,,7,3,4,,,,,,,,,,,,,,,,,,,O,尾羽換羽不量,,關渡(冬),
20161093,2016/8/21,新鳥用,17,林佩蓉,N,K38982,,,,灰頭鷦鶯,1,S,,U,,,6,0,5,2,4,S,2,0,,,,,,,,,44,45,61,7.5,3,2,,,,,,,5,5,2,1,0,0,0,0,0,0,,,M,,,關渡,
20161100,2016/8/21,新鳥用,18,梅允文,N,K38987,,,,灰頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,2,3,,,,,,,,,40,42,53.5,7.1,3,2,,,,,,,,,,,,,,,,,,,M,,,關渡,物種名褐頭鷦鶯更改為灰頭鷦鶯
2017W236,2017/12/17,回收,3,林穆明,R,K38987,W,DB,W,灰頭鷦鶯,0,,,U,,,6,0,0,2,0,N,0,0,,,,,,,,,42,43.5,68,7.2,1,8,,3,14.3,29.2,21.1,,,,,,,,,,,,,,O,,,關渡(冬),
20161106,2016/8/21,新鳥用,18,梅允文,N,K38990,,,,灰頭鷦鶯,1,S,,F,P,I,6,0,0,0,2,S,4,0,,,,,,,,,41.5,43,63.5,7.4,3,1,,3,13.1,28.6,20.4,,4,4,1,0,0,0,0,0,0,0,,,M,,,關渡,
2016T109,2016/11/20,回收,1,張智偉,R,K38990,,,,灰頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,44,45,68,7.5,3,3,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
,2019/4/17,回收,4,蘇美如,R,K40716,Y,R,LG,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,3,0,,,,,,,,,40,42,76,7.5,1,2,,,,,,,,,,,,,,,,,,,O,,,湖本合作社,
,2019/2/17,回收,1,許景堯,R,K40716,Y,R,LG,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,1,0,,,,,,,,,46,48,72,7.5,1,2,,3,17.6,29.3,23.3,132D,,,,,,,,,,,,,O,,,湖本合作社,
2016T062,2016/11/20,新鳥用,1,張靖,N,K42401,,,,灰頭鷦鶯,0,,,U,,,6,0,0,3,0,N,1,0,,,,,,,,,44.5,45,73.5,8,3,3,,3,13.3,28.7,22.5,,,,,,,,,,,,,,O,,,關渡(冬),
20171070,2017/6/11,回收,7,張智偉,R,K42401,W,O,W,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,2,0,,,,,,,,,44.5,45.5,62,7.5,1,7,,3,13.9,29.4,22.1,,,,,,,,,,,,,,M,,,關渡,
2017W008,2017/1/22,回收,1,林冠伶,R,K42401,,,,灰頭鷦鶯,1,S,,U,,,5,0,0,1,1,N,2,9,,,,,,,,,47,47.8,70,8.5,3,1,,3,12.4,29.9,22.8,,,,,,,,,,,,,,O,,,關渡(冬),
2016T065,2016/11/20,新鳥用,1,張智偉,N,K42402,,,,灰頭鷦鶯,0,S,,U,,,6,0,0,1,0,N,0,0,,,,,,,,,45.5,46.5,73,8,3,4,,3,15.3,29.3,21.7,,,,,,,,,,,,,,O,左腳腳趾殘損,,關渡(冬),
2016T124,2016/11/20,回收,2,沈妤蓮,R,K42402,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,O,當日回收,,關渡(冬),
2016T134,2016/12/18,回收,1,沈妤蓮,R,K42402,,,,灰頭鷦鶯,,,,,,,6,0,0,0,0,N,0,0,,,,,,,,,,,,,3,4,,3,,,,,,,,,,,,,,,,,O,左腳斷趾2號,,關渡(冬),
20180036,2018/4/1,回收,2,林冠伶,R,K42402,W,DB,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,3,2,N,3,0,,,,,,,,,46,48,74,8,1,8,,3,13.9,28.1,22.8,,,,,,,,,,,,,,M,右腳趾疑似乳突病菌感染,,關渡,
20180191,2018/7/1,回收,7,林冠伶,R,K42402,W,DB,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,3,0,,,,,,,,,43,45,,8,1,9,,3,13.7,28.2,20.4,,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
2017W070,2017/9/17,回收,1,黃翠玲,R,K42402,W,DB,M,灰頭鷦鶯,1,S,,M,I,,6,0,5,0,3,S,2,0,,,,,,,,,46,47,,8,1,3,,3,9.6,29,22.4,,5,5,5,5,5,1,0,0,0,0,,,O,尾羽換羽中,,關渡(冬),
2016T070,2016/11/20,新鳥用,1,蘇美如,N,K42406,,,,灰頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,3,0,,,,,,,,,43,44.5,71,7.5,3,2,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
2016T078,2016/11/20,新鳥用,2,葉玲瑤,N,K42411,,,,灰頭鷦鶯,0,,,U,,,6,0,0,1,0,N,1,0,,,,,,,,,40.3,40.5,67,7,3,3,,3,11.2,28.4,20.4,,,,,,,,,,,,,,O,,,關渡(冬),
,2019/8/4,回收,9,梅允文,R,K42411,M,DB,W,灰頭鷦鶯,1,S,,U,,,6,0,4,1,0,N,2,0,,,,,,,,,42,43.5,59,7,1,7,,3,13.5,28.7,21.4,38,,,,,,,,,,,,,M,泄殖腔後躺，嘴內完全不黑,,關渡,
2016T080,2016/11/20,新鳥用,2,蔣功國,N,K42412,,,,灰頭鷦鶯,1,P,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,43,44,67,7,3,1,,3,14.4,28.9,19.6,,,,,,,,,,,,,,O,,,關渡(冬),繫放員蘇平和更改為蔣功國環號K42413更改為K42412
20170976,2017/3/19,回收,3,林幸愉,R,K42412,W,R,W,灰頭鷦鶯,1,S,,F,I,,6,0,0,0,3,N,2,0,,,,,,,,,43,44,65,7.7,1,8,,3,13.3,29.8,21.8,,,,,,,,,,,,,,M,,,關渡,
2016T081,2016/11/20,新鳥用,2,蘇美如,N,K42414,,,,灰頭鷦鶯,2,S,,U,,,4,0,0,0,0,N,1,0,,,,,,,,,41,42.5,65,7,3,4,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
2016T089,2016/11/20,新鳥用,3,蘇平和,N,K42421,,,,灰頭鷦鶯,2,S,,U,,,5,0,0,0,0,N,1,0,,,,,,,,,43,44,70,7.5,3,1,,,14.7,29.3,,,,,,,,,,,,,,,O,,,關渡(冬),
2016T092,2016/11/20,新鳥用,3,沈妤蓮,N,K42424,,,,灰頭鷦鶯,0,,,U,,,6,0,0,0,0,N,0,0,,,,,,,,,45,47,,7.6,3,3,,,,,,,,,,,,,,,,,,,O,尾換羽不量,,關渡(冬),
2016T119,2016/11/20,回收,1,張智偉,R,K42424,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,O,當日回收,,關渡(冬),
2017W237,2017/12/17,回收,3,林冠伶,R,K42424,W,DG,DB,灰頭鷦鶯,0,,,U,,,6,0,0,3,0,N,3,0,,,,,,,,,45,47,73,9,1,6,,3,14.8,29.2,22.3,,,,,,,,,,,,,,O,,,關渡(冬),
,2019/3/17,回收,2,林冠伶,R,K42424,W,DG,DB,灰頭鷦鶯,1,S,,M,I,,6,0,0,3,0,N,2,0,,,,,,,,,43,44,74,8.5,1,11,,3,14,29.3,22.3,121D,,,,,,,,,,,1,,M,血樣編號No.13,,關渡,
2016T107,2016/11/20,新鳥用,4,陳建宇,N,K42436,,,,灰頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,43,45,68,6.5,3,3,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
2016T131,2016/12/18,新鳥用,1,柯佳雯,N,K42449,,,,灰頭鷦鶯,0,S,,U,,,6,0,0,3,0,N,1,0,,,,,,,,,44.5,46.5,69.5,7.5,3,4,,3,12.9,28.2,21.1,,,,,,,,,,,,,,O,,,關渡(冬),
2016T133,2016/12/18,新鳥用,1,周暉堡,N,K42451,,,,灰頭鷦鶯,0,,,U,,,6,0,0,1,0,N,0,9,,,,,,,,,,,,8.1,3,3,,3,,,,,,,,,,,,,,,,,O,,,關渡(冬),
20180094,2018/5/13,回收,4,林佩蓉,R,K42451,Y,R,O,灰頭鷦鶯,1,S,,M,I,,6,0,0,2,0,N,1,0,,,,,,,,,46,47,73,7.5,1,12,,3,13.6,28.7,20,,,,,,,,,,,,,,M,,,關渡,
2016T142,2016/12/18,新鳥用,1,張智偉,N,K42455,,,,灰頭鷦鶯,2,S,,U,,,5,0,0,0,1,N,1,0,,,,,,,,,43,44,67,7.5,3,2,,3,14.5,29,20.6,,,,,,,,,,,,,,O,,,關渡(冬),
20170959,2017/3/19,回收,2,柯佳雯,R,K42457,W,O,DG,灰頭鷦鶯,1,S,,U,,,6,0,0,2,3,N,3,0,,,,,,,,,40.5,42,,7.5,1,8,,,,,,,,,,,,,,,,,,,M,其他：尾羽換羽，不測量。,,關渡,
20170991,2017/3/19,回收,4,林佩蓉,R,K42457,W,O,DG,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,M,,,關渡,
2017W002,2017/1/22,新鳥,1,張智偉,N,K42457,,,,灰頭鷦鶯,1,S,,F,I,,6,0,0,1,1,N,2,0,,,,,,,,,41,42.5,63.5,8,3,3,,3,14.4,29,20,,,,,,,,,,,,,,O,,,關渡(冬),
2017W018,2017/1/22,回收,1,林穆明,R,K42457,,,,灰頭鷦鶯,1,S,,F,I,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
2017W028,2017/1/22,回收,1,張智偉,R,K42457,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
20170964,2017/3/19,回收,3,王李廉,R,K42460,W,Y,DG,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,2,N,1,0,,,,,,,,,44,45,70,8,1,8,,3,13.6,27.6,20.9,,,,,,,,,,,,,,M,,,關渡,第二色環R更改為Y
2017W005,2017/1/22,新鳥,1,沈妤蓮,N,K42460,,,,灰頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,1,0,,,,,,,,,43.3,45.1,68.2,7.5,3,1,,,,,20.9,,,,,,,,,,,,,,O,,,關渡(冬),
2017W010,2017/1/22,新鳥,1,周暉堡,N,K42461,,,,灰頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,0,0,,,,,,,,,42,43,,7,3,2,,3,11.5,28.5,,,,,,,,,,,,,,,O,,,關渡(冬),
20171021,2017/4/30,回收,5,張智偉,R,K42462,W,M,R,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,2,0,,,,,,,,,43,45,66,7.5,1,8,,3,12.1,28.4,20.9,,,,,,,,,,,,,,M,,,關渡,
20171041,2017/5/21,回收,6,柯佳雯,R,K42462,W,M,R,灰頭鷦鶯,1,S,,M,I,,6,0,0,3,1,N,2,0,,,,,,,,,43.5,45,,8,1,9,,3,13.8,28.3,20.4,,,,,,,,,,,,,,M,其他：尾羽磨損嚴重，不測量。,,關渡,
2017W011,2017/1/22,新鳥,1,張智偉,N,K42462,,,,灰頭鷦鶯,5,S,,M,I,,5,0,0,1,0,N,1,9,,,,,,,,,44.5,45.5,70,7.5,3,1,,3,11.9,28.4,19.8,,,,,,,,,,,,,,O,,,關渡(冬),
2017W015,2017/1/22,新鳥,1,張智偉,N,K42464,,,,灰頭鷦鶯,1,S,,U,,,6,0,0,2,0,N,1,9,,,,,,,,,42,43.5,65,8,3,2,,3,13.6,29.1,21.9,,,,,,,,,,,,,,O,,,關渡(冬),
20171022,2017/4/30,回收,5,張靖,R,K42465,W,R,DB,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,2,0,,,,,,,,,42.5,43.5,67,7.5,1,9,,3,13.5,27.5,21.1,,,,,,,,,,,,,,M,,,關渡,
20171209,2017/8/20,回收,9,馮孟婕,R,K42465,W,R,DB,灰頭鷦鶯,1,S,,U,,,6,0,0,0,3,S,3,0,,,,,,,,,42,43,57,8,1,4,,3,14.5,28.6,21.2,,4,4,2,0,0,0,0,0,0,0,,,,嘴基銀灰色，嘴內側有黑色褪色的感覺。,,關渡,
2017W016,2017/1/22,新鳥,1,周暉堡,N,K42465,,,,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,1,9,,,,,,,,,42,43,70,7.5,3,1,,3,13.7,28.4,22,,,,,,,,,,,,,,O,,,關渡(冬),
,2019/8/4,回收,9,周暉堡,R,K42465,W,R,DB,灰頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,2,0,,,,,,,,,42,43,52,7.1,1,5,,3,12.1,28.7,20.9,123B,,,,,,,,,,,,,M,,,關渡,
2017W019,2017/1/22,新鳥,2,沈妤蓮,N,K42467,,,,灰頭鷦鶯,1,S,,F,I,,6,0,0,2,1,N,1,0,,,,,,,,,44,45,69.1,8,3,1,,3,14.2,28.6,20.9,,,,,,,,,,,,,,O,,,關渡(冬),
2017W020,2017/1/22,新鳥,2,林穆明,N,K42468,,,,灰頭鷦鶯,1,S,,M,I,,6,0,0,2,0,N,1,0,,,,,,,,,44.5,45.5,,7.5,3,2,,3,14.5,29.2,20.9,,,,,,,,,,,,,,O,其他：中央尾羽脫落，不量尾長,,關渡(冬),
,2019/4/14,回收,3,張智偉,R,K42468,M,M,R,灰頭鷦鶯,1,S,,M,I,C,6,3,0,0,0,N,3,0,,,,,,,,,45,46.5,70,7.5,1,9,,3,14.5,29.1,21.2,36,,,,,,,,,,,1,,M,採血編號no.18,,關渡,
2017W025,2017/1/22,新鳥,2,林冠伶,N,K42471,,,,灰頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,1,9,,,,,,,,,45,47,71,8,3,1,,3,10.6,29.1,22.1,,,,,,,,,,,,,,O,,,關渡(冬),
2017W027,2017/1/22,新鳥,2,林冠伶,N,K42472,,,,灰頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,1,0,,,,,,,,,45,47,60,7,3,1,,3,15,27.2,20.2,,,,,,,,,,,,,,O,,,關渡(冬),
20180231,2018/8/5,回收,8,林冠伶,R,K42472,Y,M,O,灰頭鷦鶯,1,S,,F,I,,6,1,5,2,1,S,2,0,,,,,,,,,42,43,,7.5,1,6,,3,13.9,28.2,20.4,,4,0,0,0,0,0,0,0,0,0,,,M,尾羽換羽中,,關渡,
20170988,2017/3/19,回收,4,楊昌諺,R,K42484,W,O,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,0,0,,,,,,,,,44,45.5,,8,1,9,,,,,,,,,,,,,,,,,,,M,,,關渡,
2017W053,2017/2/19,新鳥,3,葉玲瑤,N,K42484,,,,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,1,0,,,,,,,,,45,46,76,8,3,1,,3,13.2,27.7,20.7,,,,,,,,,,,,,,O,,,關渡(冬),
20180044,2018/4/1,回收,2,沈妤蓮,R,K42484,W,O,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,0,0,,,,,,,,,45,46,,8,1,8,,3,13.2,28.5,20.8,,,,,,,,,,,,,,M,尾羽換羽中,,關渡,
20180079,2018/5/13,回收,3,周暉堡,R,K42484,W,O,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,1,0,,,,,,,,,45,46,80,8,1,8,,3,14.6,29.2,20.9,,,,,,,,,,,,,,M,,,關渡,第三色環W更改為M
20180105,2018/6/10,回收,4,林冠伶,R,K42484,W,O,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,1,0,,,,,,,,,44,46,79,8,1,8,,3,13.9,28.4,22,,,,,,,,,,,,,,M,,,關渡,
,2019/4/14,回收,4,張瀚柏,R,K42484,W,O,M,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
,2019/3/17,回收,1,馮孟婕,R,K42484,W,O,M,灰頭鷦鶯,1,S,,M,I,,6,1,1,0,0,N,3,0,,,,,,,,,46,47,82,8,1,8,,3,14,29.2,21,38,,,,,,,,,,,1,,M,血樣編號No.8,,關渡,
2017W056,2017/2/19,新鳥,4,林冠伶,N,K42486,,,,灰頭鷦鶯,1,S,,U,,,6,0,0,1,1,N,2,0,,,,,,,,,45,47,70,8,3,1,,3,13.8,29.8,22.6,,,,,,,,,,,,,,O,F?嘴內有些許肉色,,關渡(冬),註記欄內容已更改
20170941,2017/3/19,新鳥,4,林冠伶,N,K42488,W,R,Y,灰頭鷦鶯,1,S,,M,I,,6,0,0,2,1,N,1,0,,,,,,,,,42,45,67,7.5,1,6,,3,12.6,28.2,20.7,,,,,,,,,,,,,,M,,,關渡,
20170961,2017/3/19,新鳥,4,葉玲瑤,N,K42490,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,M,中途逃逸,,關渡,
20170962,2017/3/19,新鳥,4,林冠伶,N,K42491,W,R,M,灰頭鷦鶯,1,S,,U,,,6,0,0,2,2,N,3,0,,,,,,,,,44,46,65,7,1,6,,3,18.6,26.6,21.4,,,,,,,,,,,,,,M,其他：有拍照,,關渡,
20171029,2017/4/30,回收,5,周暉堡,R,K42491,W,R,M,灰頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,3,0,,,,,,,,,42.5,43,,7,1,9,,3,12.5,28,20.1,,,,,,,,,,,,,,M,,,關渡,
20170963,2017/3/19,新鳥,4,林冠伶,N,K42492,W,R,DP,灰頭鷦鶯,1,S,,U,,,6,0,0,2,1,N,1,0,,,,,,,,,43,44,73,7.5,1,12,,3,14.8,29,22.9,,,,,,,,,,,,,,M,其他：嘴內有黑，但沒全黑，性別疑似為M,,關渡,
20170970,2017/3/19,新鳥,5,楊昌諺,N,K42496,W,Y,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,2,0,,,,,,,,,44,45.5,,7.5,1,9,,,,,,,,,,,,,,,,,,,M,,,關渡,
20170979,2017/3/19,新鳥,5,梅允文,N,K42498,W,O,Y,灰頭鷦鶯,1,S,,U,,,6,0,0,2,2,N,3,0,,,,,,,,,42.5,44,62,7.4,1,11,,3,13.9,28.9,20.2,,,,,,,,,,,,,,M,,,關渡,色環W O M更改為W O Y
20171010,2017/4/30,新鳥,6,林冠伶,N,K42514,W,M,Y,灰頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,2,9,,,,,,,,,42,43,48,6.5,1,7,,3,15,28.8,22.2,,,,,,,,,,,,,,M,,,關渡,
20171018,2017/4/30,新鳥,7,葉玲瑤,N,K42517,W,Y,Y,灰頭鷦鶯,1,S,,F,I,,6,1,1,1,0,N,1,0,,,,,,,,,43,44,56,8,1,12,,,,,,,,,,,,,,,,,,,M,,,關渡,
20171019,2017/4/30,新鳥,7,張智偉,N,K42518,W,O,R,灰頭鷦鶯,1,S,,F,I,,6,0,0,0,0,N,0,0,,,,,,,,,42,44,,7,1,5,,3,12.9,28.4,20.5,,,,,,,,,,,,,,M,其他：尾羽換羽，不測量。,,關渡,
20171028,2017/4/30,新鳥,7,張智偉,N,K42522,W,O,DB,灰頭鷦鶯,1,S,,F,I,,6,0,1,1,0,N,2,0,,,,,,,,,43,44.5,66,7.5,1,7,,3,13.5,28.2,19.8,,,,,,,,,,,,,,M,,,關渡,
20180019,2018/3/31,回收,2,王李廉,R,K42522,W,O,DB,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,3,,,,,,,,,,,,,,,,,M,,,關渡,
20171039,2017/5/21,新鳥,7,葉玲瑤,N,K42525,W,M,O,灰頭鷦鶯,1,S,,F,I,,6,1,2,1,0,N,2,0,,,,,,,,,43,44,,8,1,4,,3,,,20.1,,,,,,,,,,,,,,M,其他：尾羽換羽，不測量。/狀況不佳，嘴長及全頭長不測量。,,關渡,
20171047,2017/5/21,新鳥,8,林穆明,N,K42529,W,O,DP,灰頭鷦鶯,1,S,,F,I,,6,0,2,2,0,N,2,0,,,,,,,,,41.5,42.5,54,9,1,11,,3,13.7,28.2,21.3,,,,,,,,,,,,,,M,泄殖腔不太明顯，但腹部腫大，已拍照,,關渡,色環W O M更改為W O DP
20171069,2017/6/11,新鳥,9,林穆明,N,K42539,W,M,DG,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,3,0,,,,,,,,,44,45.5,67,7.1,1,7,,3,12.2,28.6,20.8,,,,,,,,,,,,,,M,,,關渡,
,2019/5/5,回收,5,林冠伶,R,K42539,W,M,DG,灰頭鷦鶯,1,S,,M,I,C,6,3,3,0,3,N,3,0,,,,,,,,,44,46,65,7.5,1,7,,3,15.4,28,22,26,,,,,,,,,,,1,,M,血樣編號31,,關渡,
,2019/3/17,回收,1,沈妤蓮,R,K42539,W,M,DG,灰頭鷦鶯,1,S,,M,I,,6,1,0,2,0,N,2,0,,,,,,,,,45,46,69,8,1,7,,3,13.2,28.6,20.1,123A,,,,,,,,,,,1,,M,血樣編號No.3,,關渡,
20171075,2017/6/11,新鳥,9,葉玲瑤,N,K42543,W,DG,R,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,2,N,1,0,,,,,,,,,42,43,,7.5,1,6,,3,12.6,28.3,20.9,,,,,,,,,,,,,,M,其他：尾羽換羽，不測量。,,關渡,
20171101,2017/7/9,新鳥,10,沈妤蓮,N,K42552,W,Y,W,灰頭鷦鶯,2,S,,U,,,1,0,0,1,0,N,0,9,,,,,,,,,41,42,,7.1,1,7,,3,12.9,28.8,21.3,,,,,,,,,,,,,,,其他：尾羽脫落，不測量。,,關渡,
2017W156,2017/10/29,回收,2,林佩蓉,R,K42552,W,Y,W,灰頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,1,0,,,,,,,,,44,45,,8,1,1,,3,13.2,29,20.4,,,,,,,,,,,,,,O,其他：尾羽換羽不量,,關渡(冬),
20171103,2017/7/9,新鳥,10,沈妤蓮,N,K42554,W,Y,Db,灰頭鷦鶯,2,S,,U,,,1,0,0,1,0,N,0,1,,,,,,,,,44,45,60,7.5,1,3,,3,12.4,29.3,21.2,,,,,,,,,,,,,,,,,關渡,
20171107,2017/7/9,新鳥,11,沈妤蓮,N,K42558,W,M,M,灰頭鷦鶯,2,S,,U,,,1,0,0,1,1,N,0,9,,,,,,,,,42,43,60,9,1,8,,3,13.2,28.6,20.3,,,,,,,,,,,,,,,,,關渡,
20171147,2017/8/6,新鳥,11,柯佳雯,N,K42564,W,M,W,灰頭鷦鶯,2,S,J,U,,,1,0,0,0,0,N,2,3,,,,,,,,,41,42,47.5,6.5,1,5,,,,,,,,,,,,,,,,,,,,其他：短時間內大量上網，不做次要測量。,,關渡,
20171154,2017/8/6,新鳥,12,柯佳雯,N,K42567,W,W,R,灰頭鷦鶯,1,S,,F,O,,6,0,4,2,3,N,5,0,,,,,,,,,41.5,43,,7.4,1,5,,,,,,,,,,,,,,,,,,,,眉線超過眉後，判定為雌鳥。/其他：尾羽磨損嚴重，不測量。/短時間內大量上網，不做次要測量。,,關渡,
20180115,2018/6/10,回收,4,蘇志盛,R,K42567,W,W,R,灰頭鷦鶯,1,S,,F,I,C,6,5,1,1,0,N,3,0,,,,,,,,,43,45,,7.5,1,11,,3,14,28.8,21.6,,,,,,,,,,,,,,M,尾羽換羽中不量,,關渡,
20171160,2017/8/6,新鳥,12,沈妤蓮,N,K42573,W,M,DB,灰頭鷦鶯,1,S,,F,O,,6,0,0,1,1,N,1,0,,,,,,,,,40,42,,6.5,1,11,,,,,,,,,,,,,,,,,,,,眉線超過眉後，判定為雌鳥。/其他：尾羽換羽，不測量。/短時間內大量上網，不做次要測量。,,關渡,
20180187,2018/7/1,回收,7,周暉堡,R,K42573,W,M,DB,灰頭鷦鶯,1,S,,F,C,I,6,5,1,3,0,N,2,0,,,,,,,,,42,43,57,7,1,3,,3,14.6,28.3,19.8,,,,,,,,,,,,,,M,,,關渡,
20180254,2018/8/5,回收,8,梅允文,R,K42573,W,M,DB,灰頭鷦鶯,1,S,,F,C,,6,5,4,2,3,N,2,0,,,,,,,,,41.5,43.5,50,7.4,1,3,,3,13.8,28.5,20,,,,,,,,,,,,,,M,,,關渡,
20171162,2017/8/6,新鳥,12,姚牧君,N,K42575,W,W,Y,灰頭鷦鶯,2,S,J,U,,,2,0,0,0,0,N,2,3,,,,,,,,,40,41,56,6.6,1,11,,,,,,,,,,,,,,,,,,,,其他：短時間內大量上網，不做次要測量。,,關渡,
20171186,2017/8/20,回收,9,梅允文,R,K42575,W,W,Y,灰頭鷦鶯,2,S,,U,,,2,0,0,1,1,N,2,1,,,,,,,,,41,43,53,7.3,1,5,,3,13.4,28.6,21.2,,,,,,,,,,,,,,,,,關渡,
20171210,2017/8/20,回收,9,梅允文,R,K42575,W,W,Y,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,其他：當日回收，不做檢視及測量。,,關渡,
20180157,2018/7/1,回收,6,林冠伶,R,K42575,W,W,Y,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,2,0,,,,,,,,,42,43,,7,1,8,,3,14,28.6,22,,,,,,,,,,,,,,M,尾羽磨損嚴重不量,,關渡,
